datetime,open,high,low,close
2024-08-01 09:15:00,24000.0,24000.722303711285,23999.342069147133,24000.005314262504
2024-08-01 09:16:00,24000.005314262504,24001.096524388544,23993.778385930073,23996.15795666716
2024-08-01 09:17:00,23996.15795666716,23999.633771925775,23994.976850130515,23996.417735437
2024-08-01 09:18:00,23996.417735437,23997.59318088306,23992.88137863106,23993.737683956722
2024-08-01 09:19:00,23993.737683956722,23996.42553766796,23993.667497901228,23994.19295468767
2024-08-01 09:20:00,23994.19295468767,24000.421675696794,23993.09494260072,23997.195937709443
2024-08-01 09:21:00,23997.195937709443,24000.290466690512,23984.56547991547,23988.98361507996
2024-08-01 09:22:00,23988.98361507996,23992.024090367595,23987.317779478388,23987.96848756751
2024-08-01 09:23:00,23987.96848756751,23989.093734803122,23981.931292304114,23988.64531279025
2024-08-01 09:24:00,23988.64531279025,23988.761659987907,23986.04747393294,23986.319260484273
2024-08-01 09:25:00,23986.319260484273,23987.46521474494,23977.36638133706,23979.71284198728
2024-08-01 09:26:00,23979.71284198728,23982.256846421606,23974.2854557005,23976.22161873456
2024-08-01 09:27:00,23976.22161873456,23978.342051480333,23974.6820190255,23976.081264165623
2024-08-01 09:28:00,23976.081264165623,23976.346113893156,23975.446272036377,23975.599192661914
2024-08-01 09:29:00,23975.599192661914,23975.78174342651,23967.05518993267,23970.312332115005
2024-08-01 09:30:00,23970.312332115005,23972.372299259474,23963.35091905277,23963.636934706617
2024-08-01 09:31:00,23963.636934706617,23968.430660290087,23959.04354066812,23960.869981253443
2024-08-01 09:32:00,23960.869981253443,23961.04852862035,23954.316000150055,23955.69750027185
2024-08-01 09:33:00,23955.69750027185,23957.33345944993,23954.724125458673,23954.883466923944
2024-08-01 09:34:00,23954.883466923944,23961.206935666127,23953.264925875363,23957.760557685353
2024-08-01 09:35:00,23957.760557685353,23959.74659378388,23957.45565107308,23958.636571999145
2024-08-01 09:36:00,23958.636571999145,23960.02449964076,23953.04677244549,23953.5167307972
2024-08-01 09:37:00,23953.5167307972,23960.135524018893,23950.346416285105,23957.39187077773
2024-08-01 09:38:00,23957.39187077773,23958.941682657445,23949.19247483759,23953.965110237095
2024-08-01 09:39:00,23953.965110237095,23954.198150999415,23948.957256117777,23951.968054375764
2024-08-01 09:40:00,23951.968054375764,23955.724156607597,23951.085242571655,23954.940318812307
2024-08-01 09:41:00,23954.940318812307,23958.589924398493,23952.836218933106,23953.86150395257
2024-08-01 09:42:00,23953.86150395257,23954.706090921125,23952.262850680858,23952.552126718987
2024-08-01 09:43:00,23952.552126718987,23955.220601850884,23951.673947906864,23951.701543783245
2024-08-01 09:44:00,23951.701543783245,23954.494618228968,23948.22499607964,23949.789129271885
2024-08-01 09:45:00,23949.789129271885,23951.389887728412,23948.87107020055,23949.68504707261
2024-08-01 09:46:00,23949.68504707261,23954.23363838394,23948.287864708145,23954.220704157135
2024-08-01 09:47:00,23954.220704157135,23955.051149197592,23944.611660906354,23948.654682650416
2024-08-01 09:48:00,23948.654682650416,23949.38386381073,23937.72645646621,23939.88087243818
2024-08-01 09:49:00,23939.88087243818,23945.96188453946,23937.889737049994,23940.587805227686
2024-08-01 09:50:00,23940.587805227686,23941.07955434832,23936.71887126907,23937.899041508666
2024-08-01 09:51:00,23937.899041508666,23938.391995454185,23935.457443865762,23937.138939201395
2024-08-01 09:52:00,23937.138939201395,23941.85361319983,23936.949401778886,23939.379057443177
2024-08-01 09:53:00,23939.379057443177,23942.055498329057,23938.757018770677,23939.531111587432
2024-08-01 09:54:00,23939.531111587432,23941.858193707103,23935.37272452911,23935.83407794744
2024-08-01 09:55:00,23935.83407794744,23937.6335488881,23935.550175441003,23936.21885048802
2024-08-01 09:56:00,23936.21885048802,23938.927012170374,23926.743332866597,23927.611521842562
2024-08-01 09:57:00,23927.611521842562,23929.63725382387,23914.26745624326,23918.443847293078
2024-08-01 09:58:00,23918.443847293078,23923.724421415474,23916.58062184224,23921.70184862203
2024-08-01 09:59:00,23921.70184862203,23925.942169635808,23918.71367222688,23922.265712256052
2024-08-01 10:00:00,23922.265712256052,23928.631175650065,23921.610442471472,23928.473714553715
2024-08-01 10:01:00,23928.473714553715,23930.807105226046,23925.15647270963,23927.785147504965
2024-08-01 10:02:00,23927.785147504965,23927.907634824613,23923.54891413686,23925.44691123483
2024-08-01 10:03:00,23925.44691123483,23928.50392576313,23919.743421489467,23922.750677067048
2024-08-01 10:04:00,23922.750677067048,23925.061427272893,23922.055286102852,23922.087161319727
2024-08-01 10:05:00,23922.087161319727,23922.868660646134,23917.757054522823,23919.097076611055
2024-08-01 10:06:00,23919.097076611055,23920.02894969767,23918.379690947157,23919.131344014942
2024-08-01 10:07:00,23919.131344014942,23921.061249386657,23909.240588175464,23913.195968406213
2024-08-01 10:08:00,23913.195968406213,23915.716643537464,23909.50017113893,23910.306728746884
2024-08-01 10:09:00,23910.306728746884,23919.840921901112,23909.80814661175,23916.36342453649
2024-08-01 10:10:00,23916.36342453649,23920.575142711055,23911.884995334603,23913.642472791493
2024-08-01 10:11:00,23913.642472791493,23913.81331626369,23911.74251631773,23913.54155948393
2024-08-01 10:12:00,23913.54155948393,23916.788906011057,23913.199827302393,23915.499149480762
2024-08-01 10:13:00,23915.499149480762,23918.407519933506,23907.534965739418,23910.728319674854
2024-08-01 10:14:00,23910.728319674854,23911.425748650556,23908.46498795164,23908.545775967283
2024-08-01 10:15:00,23908.545775967283,23909.760236778453,23905.14097449018,23906.64729071795
2024-08-01 10:16:00,23906.64729071795,23907.009341706074,23905.295173688493,23905.348295094933
2024-08-01 10:17:00,23905.348295094933,23912.037896198577,23904.43367582915,23910.410766505116
2024-08-01 10:18:00,23910.410766505116,23913.7151104813,23905.715091515096,23907.98522627308
2024-08-01 10:19:00,23907.98522627308,23912.480734912322,23906.689691185136,23912.144270958324
2024-08-01 10:20:00,23912.144270958324,23917.495567007958,23909.94104550421,23915.507747186253
2024-08-01 10:21:00,23915.507747186253,23919.130881996625,23910.565362149355,23913.546408244507
2024-08-01 10:22:00,23913.546408244507,23918.4369920876,23911.457275123066,23917.2556421072
2024-08-01 10:23:00,23917.2556421072,23928.896559077686,23914.516693222733,23925.344972073406
2024-08-01 10:24:00,23925.344972073406,23927.299407327584,23915.644888989376,23918.072603054967
2024-08-01 10:25:00,23918.072603054967,23920.081069331143,23914.087557057635,23918.019194717424
2024-08-01 10:26:00,23918.019194717424,23918.639386611983,23908.829093240303,23908.93521517623
2024-08-01 10:27:00,23908.93521517623,23909.02734769328,23905.82006486652,23907.877375028544
2024-08-01 10:28:00,23907.877375028544,23908.275811402422,23899.041659733328,23901.36417606311
2024-08-01 10:29:00,23901.36417606311,23902.572822807546,23894.146808169582,23894.293515854482
2024-08-01 10:30:00,23894.293515854482,23898.40600739181,23892.7211308622,23896.04198404632
2024-08-01 10:31:00,23896.04198404632,23898.16070717432,23891.277949093776,23891.7448127043
2024-08-01 10:32:00,23891.7448127043,23892.59551719519,23887.565997568727,23888.377619353207
2024-08-01 10:33:00,23888.377619353207,23900.413985132924,23886.25656462412,23897.08562522423
2024-08-01 10:34:00,23897.08562522423,23897.119152190455,23893.235998776396,23896.70069495645
2024-08-01 10:35:00,23896.70069495645,23898.476691212632,23894.524134701107,23894.721214471665
2024-08-01 10:36:00,23894.721214471665,23895.764502895287,23891.962402248977,23895.06983335682
2024-08-01 10:37:00,23895.06983335682,23900.327741972458,23893.32377162817,23894.9774774288
2024-08-01 10:38:00,23894.9774774288,23902.746782199556,23885.243233790174,23886.509494323716
2024-08-01 10:39:00,23886.509494323716,23892.355810553276,23883.70869190647,23892.24323052745
2024-08-01 10:40:00,23892.24323052745,23894.944519157125,23887.821111523495,23888.197653117008
2024-08-01 10:41:00,23888.197653117008,23888.531755564807,23888.10592181321,23888.40404388354
2024-08-01 10:42:00,23888.40404388354,23893.18740432569,23887.888759780708,23891.86721787595
2024-08-01 10:43:00,23891.86721787595,23893.088352150462,23885.74783770174,23887.382324857404
2024-08-01 10:44:00,23887.382324857404,23895.122370132005,23887.053584369783,23892.08556463304
2024-08-01 10:45:00,23892.08556463304,23895.250419116917,23887.93977583168,23892.053919768015
2024-08-01 10:46:00,23892.053919768015,23899.442388849497,23890.210119398147,23898.334500869085
2024-08-01 10:47:00,23898.334500869085,23906.209849362873,23897.73609131395,23899.96345179757
2024-08-01 10:48:00,23899.96345179757,23900.16234096823,23897.125851266013,23899.69954996969
2024-08-01 10:49:00,23899.69954996969,23900.125583058387,23895.701461726992,23898.540833543408
2024-08-01 10:50:00,23898.540833543408,23899.992727430727,23894.886818350577,23899.979450919956
2024-08-01 10:51:00,23899.979450919956,23900.91018854836,23893.249169599694,23897.590776379886
2024-08-01 10:52:00,23897.590776379886,23906.645562189533,23895.3997304427,23904.34038927176
2024-08-01 10:53:00,23904.34038927176,23907.48184761413,23903.825277176526,23907.21851297871
2024-08-01 10:54:00,23907.21851297871,23907.70526496542,23906.00423424495,23906.13405318707
2024-08-01 10:55:00,23906.13405318707,23913.96840945482,23905.994297626752,23912.639613001495
2024-08-01 10:56:00,23912.639613001495,23914.158061999922,23906.313659166884,23910.145750208056
2024-08-01 10:57:00,23910.145750208056,23912.48797342113,23909.318024377862,23912.32644432095
2024-08-01 10:58:00,23912.32644432095,23912.48632585983,23905.464133258538,23907.55283582049
2024-08-01 10:59:00,23907.55283582049,23908.09611722645,23905.335205220315,23905.86360692611
2024-08-01 11:00:00,23905.86360692611,23910.143502772597,23905.30086683657,23906.33519756853
2024-08-01 11:01:00,23906.33519756853,23908.44991619845,23900.81667804242,23902.658613751835
2024-08-01 11:02:00,23902.658613751835,23908.78553428262,23901.90903531424,23905.141345004715
2024-08-01 11:03:00,23905.141345004715,23905.59896652596,23902.547957350132,23902.55280724409
2024-08-01 11:04:00,23902.55280724409,23903.654522311484,23893.461076887575,23898.277813145854
2024-08-01 11:05:00,23898.277813145854,23898.762652315378,23894.67040379645,23897.167495355297
2024-08-01 11:06:00,23897.167495355297,23901.52014231184,23894.522243745825,23898.540051186937
2024-08-01 11:07:00,23898.540051186937,23906.209242559184,23895.955764468905,23904.04484350564
2024-08-01 11:08:00,23904.04484350564,23911.22380669648,23902.72201421466,23910.603741480038
2024-08-01 11:09:00,23910.603741480038,23919.476606033302,23909.18582881733,23919.006051249355
2024-08-01 11:10:00,23919.006051249355,23919.105810440076,23909.642717534654,23913.179821684444
2024-08-01 11:11:00,23913.179821684444,23919.56350638159,23911.13434714758,23917.310277528515
2024-08-01 11:12:00,23917.310277528515,23918.009304169842,23914.648756830593,23915.139761977985
2024-08-01 11:13:00,23915.139761977985,23916.772611035816,23914.425240769724,23916.062927271985
2024-08-01 11:14:00,23916.062927271985,23916.557014901366,23915.689161800055,23915.88998281921
2024-08-01 11:15:00,23915.88998281921,23922.53234119447,23914.474228415664,23918.05756974924
2024-08-01 11:16:00,23918.05756974924,23922.330756868487,23917.12965175745,23918.2978481244
2024-08-01 11:17:00,23918.2978481244,23921.668017819487,23907.873390648034,23909.91682599231
2024-08-01 11:18:00,23909.91682599231,23913.314858342517,23905.82820366035,23912.956309870853
2024-08-01 11:19:00,23912.956309870853,23914.579373845787,23909.835129815263,23911.357902516025
2024-08-01 11:20:00,23911.357902516025,23921.594196074704,23909.494463786046,23921.07527502152
2024-08-01 11:21:00,23921.07527502152,23921.2094585728,23915.61230257044,23916.03512179298
2024-08-01 11:22:00,23916.03512179298,23916.31339738332,23908.326004420054,23911.077962713694
2024-08-01 11:23:00,23911.077962713694,23918.405886561843,23908.48420550623,23915.864465775594
2024-08-01 11:24:00,23915.864465775594,23917.09498618131,23913.507918263676,23913.823746950693
2024-08-01 11:25:00,23913.823746950693,23914.634773897636,23909.042211320517,23912.15010999142
2024-08-01 11:26:00,23912.15010999142,23914.04948744282,23905.478284490993,23905.93545061319
2024-08-01 11:27:00,23905.93545061319,23909.261517224008,23901.792235257868,23906.866741546964
2024-08-01 11:28:00,23906.866741546964,23907.28591222075,23902.555201296997,23903.492444774067
2024-08-01 11:29:00,23903.492444774067,23905.95254257538,23901.367150195976,23901.87003344434
2024-08-01 11:30:00,23901.87003344434,23904.094732924896,23894.724849077378,23896.64965505137
2024-08-01 11:31:00,23896.64965505137,23903.18327725419,23893.429074175252,23898.644778257873
2024-08-01 11:32:00,23898.644778257873,23904.428097934713,23897.72778515208,23901.21734466298
2024-08-01 11:33:00,23901.21734466298,23903.909714224184,23893.88190394507,23899.945151703057
2024-08-01 11:34:00,23899.945151703057,23903.739347324787,23897.643372806822,23899.190349357563
2024-08-01 11:35:00,23899.190349357563,23903.889685211398,23898.275327870873,23899.895170289237
2024-08-01 11:36:00,23899.895170289237,23907.119449689468,23897.332557696973,23904.127265342362
2024-08-01 11:37:00,23904.127265342362,23908.07393802194,23902.92824084115,23905.57831296273
2024-08-01 11:38:00,23905.57831296273,23905.696691803852,23902.321374226703,23903.60295147538
2024-08-01 11:39:00,23903.60295147538,23904.33102582586,23897.58915146977,23900.043422404047
2024-08-01 11:40:00,23900.043422404047,23900.158564406436,23892.38628555602,23894.495869009555
2024-08-01 11:41:00,23894.495869009555,23894.504251560626,23886.36541711907,23887.918027149335
2024-08-01 11:42:00,23887.918027149335,23889.95671201827,23882.478890736926,23883.716472530818
2024-08-01 11:43:00,23883.716472530818,23892.020823341616,23882.793362127635,23890.15777479677
2024-08-01 11:44:00,23890.15777479677,23891.95914479534,23887.776498446034,23889.180405957257
2024-08-01 11:45:00,23889.180405957257,23890.621426595804,23888.40100037753,23888.513972760622
2024-08-01 11:46:00,23888.513972760622,23888.75780101483,23883.720947217273,23883.845036139028
2024-08-01 11:47:00,23883.845036139028,23890.130448941665,23883.751101326954,23887.965556658437
2024-08-01 11:48:00,23887.965556658437,23889.521841037025,23877.979122197055,23880.56176429435
2024-08-01 11:49:00,23880.56176429435,23880.703177421186,23870.157546603903,23872.797125874233
2024-08-01 11:50:00,23872.797125874233,23875.394571153804,23864.47250141321,23866.246419583946
2024-08-01 11:51:00,23866.246419583946,23867.151971532094,23859.46769614541,23861.39418743144
2024-08-01 11:52:00,23861.39418743144,23862.786035436402,23856.492715761724,23858.295244874473
2024-08-01 11:53:00,23858.295244874473,23862.471555998858,23855.40328901949,23860.153816037287
2024-08-01 11:54:00,23860.153816037287,23864.594674515145,23851.506987093657,23852.270877612194
2024-08-01 11:55:00,23852.270877612194,23853.392246652224,23851.889332496376,23853.318183270505
2024-08-01 11:56:00,23853.318183270505,23858.083288531445,23850.83999861619,23853.53151700285
2024-08-01 11:57:00,23853.53151700285,23855.945398187465,23843.66148234489,23846.84434214467
2024-08-01 11:58:00,23846.84434214467,23852.007232130763,23844.55190792778,23850.050625947773
2024-08-01 11:59:00,23850.050625947773,23850.896817761706,23840.76446538059,23844.081472488833
2024-08-01 12:00:00,23844.081472488833,23845.337165647434,23829.416327050563,23831.980064764077
2024-08-01 12:01:00,23831.980064764077,23839.01237365747,23831.29986233364,23836.44298640143
2024-08-01 12:02:00,23836.44298640143,23838.772421505073,23826.67775395631,23829.98020593871
2024-08-01 12:03:00,23829.98020593871,23834.457309020454,23827.90658690294,23833.4999932303
2024-08-01 12:04:00,23833.4999932303,23834.43821495434,23825.301875643047,23825.37550380276
2024-08-01 12:05:00,23825.37550380276,23825.598966593083,23822.34231788483,23825.015031007893
2024-08-01 12:06:00,23825.015031007893,23825.107170392763,23821.65608595609,23824.730815271196
2024-08-01 12:07:00,23824.730815271196,23833.062693575117,23822.905111970304,23832.73621124088
2024-08-01 12:08:00,23832.73621124088,23834.18433899783,23830.68804265667,23832.457444888612
2024-08-01 12:09:00,23832.457444888612,23834.943895734363,23830.761358897886,23832.205844983644
2024-08-01 12:10:00,23832.205844983644,23832.801669926845,23831.32409006267,23831.760068367086
2024-08-01 12:11:00,23831.760068367086,23834.019222845334,23828.074956280743,23828.640352737882
2024-08-01 12:12:00,23828.640352737882,23829.19770781259,23826.27607534514,23826.286634448206
2024-08-01 12:13:00,23826.286634448206,23826.44655958015,23817.245313311843,23820.4440664574
2024-08-01 12:14:00,23820.4440664574,23821.145229825812,23812.85796315847,23817.800807713957
2024-08-01 12:15:00,23817.800807713957,23818.552733881876,23817.424428837778,23818.193118823754
2024-08-01 12:16:00,23818.193118823754,23819.08297523639,23814.04819117413,23816.373954090668
2024-08-01 12:17:00,23816.373954090668,23817.690075027065,23814.999412056437,23815.217762815686
2024-08-01 12:18:00,23815.217762815686,23815.778825314264,23809.714940455127,23810.05594544174
2024-08-01 12:19:00,23810.05594544174,23811.10169458266,23808.13414316706,23809.449234030028
2024-08-01 12:20:00,23809.449234030028,23810.54554806795,23801.736763621368,23802.315249060128
