datetime,open,high,low,close
2024-08-01 09:15:00,24000.0,24003.95875595024,23998.198917130063,24001.46264198282
2024-08-01 09:16:00,24001.46264198282,24010.661278472366,23998.33722070411,24005.977627763383
2024-08-01 09:17:00,24005.977627763383,24007.35060520528,24005.937294942265,24006.59141453505
2024-08-01 09:18:00,24006.59141453505,24008.70254932238,24000.628784372533,24002.49567912947
2024-08-01 09:19:00,24002.49567912947,24005.518355387336,24001.373540032735,24002.81265943605
2024-08-01 09:20:00,24002.81265943605,24003.69776503489,23996.386379839227,23998.6875722348
2024-08-01 09:21:00,23998.6875722348,24003.02373978493,23998.243926824143,24002.903903100563
2024-08-01 09:22:00,24002.903903100563,24005.838357327542,23999.264180699396,23999.635045816744
2024-08-01 09:23:00,23999.635045816744,24000.480153486653,23996.301690355584,23997.57910353437
2024-08-01 09:24:00,23997.57910353437,24000.323588843832,23996.545237424452,23999.333058102868
2024-08-01 09:25:00,23999.333058102868,24010.588467629255,23998.10370971671,24009.612680916143
2024-08-01 09:26:00,24009.612680916143,24011.09162365169,24002.99482973099,24005.705007313038
2024-08-01 09:27:00,24005.705007313038,24007.721862167633,24003.178749322822,24005.15792950208
2024-08-01 09:28:00,24005.15792950208,24010.065871558796,24003.854079103003,24008.28144602598
2024-08-01 09:29:00,24008.28144602598,24008.838825464485,24004.805791867308,24005.085897154448
2024-08-01 09:30:00,24005.085897154448,24008.227788624805,24004.54915411899,24006.13582486429
2024-08-01 09:31:00,24006.13582486429,24009.55769636628,24005.441760908834,24009.395443105976
2024-08-01 09:32:00,24009.395443105976,24015.925797584438,24008.627931841445,24012.426812836522
2024-08-01 09:33:00,24012.426812836522,24013.960913593848,24009.50723388573,24010.16785504933
2024-08-01 09:34:00,24010.16785504933,24019.426110013992,24007.843002466914,24017.346613412567
2024-08-01 09:35:00,24017.346613412567,24018.15091839665,24008.872241976125,24009.26300009054
2024-08-01 09:36:00,24009.26300009054,24013.785756124213,24007.35823184851,24012.077953316566
2024-08-01 09:37:00,24012.077953316566,24013.1881560453,24008.343195905636,24010.403230592747
2024-08-01 09:38:00,24010.403230592747,24013.46620489466,24006.76360760871,24009.484571796715
2024-08-01 09:39:00,24009.484571796715,24010.67822911812,24004.727562732984,24005.06945670166
2024-08-01 09:40:00,24005.06945670166,24009.41025105892,24004.68888107207,24008.38448647831
2024-08-01 09:41:00,24008.38448647831,24012.131153410788,24007.28784292559,24011.388369420194
2024-08-01 09:42:00,24011.388369420194,24012.260112111086,24007.29313291385,24008.209617251643
2024-08-01 09:43:00,24008.209617251643,24009.378750991298,24001.34094202835,24002.46762347566
2024-08-01 09:44:00,24002.46762347566,24003.681514906675,24001.395838466105,24002.527601411708
2024-08-01 09:45:00,24002.527601411708,24005.95820781456,24001.51157846986,24005.721786300448
2024-08-01 09:46:00,24005.721786300448,24009.77235439865,24001.86520510792,24005.339047661982
2024-08-01 09:47:00,24005.339047661982,24007.73297248306,23998.029259417373,23998.988677131427
2024-08-01 09:48:00,23998.988677131427,23999.89622901668,23991.525108951006,23994.642560812033
2024-08-01 09:49:00,23994.642560812033,23996.412203056876,23990.692852850665,23992.93287548345
2024-08-01 09:50:00,23992.93287548345,23995.21225702282,23991.133659215197,23991.947065576245
2024-08-01 09:51:00,23991.947065576245,24000.124065739932,23990.904798670246,23995.979191246777
2024-08-01 09:52:00,23995.979191246777,23998.545919746357,23992.509233828452,23997.12013096009
